Burnley; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 6/4; 16/11; 6/4; 6/4; 79/50; 52/35; 6/4; 6/4; 6/4; ; ; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 15/8; 2; 19/10; 2; 19/10; 15/8; 19/10; 24/13; 19/10; 19/10; 101/50; 19/10; 19/10; 15/8; 19/10; ; ; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 21/10; 21/10; 21/10; 9/4; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 47/20; 23/10; 11/5; 11/5; 11/5; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-03-30 22:16:09 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 6/4; 16/11; 6/4; 6/4; 79/50; 52/35; 6/4; 6/4; 6/4; ; ; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 15/8; 2; 19/10; 2; 19/10; 15/8; 19/10; 24/13; 19/10; 19/10; 101/50; 19/10; 19/10; 15/8; 19/10; ; ; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 21/10; 21/10; 21/10; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 47/20; 23/10; 11/5; 11/5; 11/5; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-03-31 02:16:07 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 16/11; 16/11; 6/4; 16/11; 79/50; 52/35; 6/4; 6/4; 6/4; ; ; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 15/8; 2; 19/10; 2; 19/10; 15/8; 37/19; 24/13; 19/10; 37/19; 101/50; 19/10; 19/10; 15/8; 19/10; ; ; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 47/20; 23/10; 11/5; 11/5; 11/5; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-03-31 06:15:50 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 16/11; 16/11; 6/4; 16/11; 79/50; 52/35; 6/4; 6/4; 6/4; ; ; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 15/8; 2; 19/10; 2; 19/10; 15/8; 37/19; 24/13; 19/10; 37/19; 101/50; 19/10; 19/10; 15/8; 19/10; ; ; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 47/20; 23/10; 11/5; 11/5; 11/5; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-03-31 10:16:00 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 16/11; 16/11; 6/4; 16/11; 79/50; 52/35; 6/4; 6/4; 6/4; ; ; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 15/8; 2; 19/10; 2; 19/10; 15/8; 37/19; 24/13; 19/10; 37/19; 101/50; 19/10; 19/10; 15/8; 19/10; ; ; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 11/5; 11/5; 47/20; 23/10; 11/5; 11/5; 11/5; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-03-31 14:16:27 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 16/11; 16/11; 6/4; 16/11; 79/50; 52/35; 6/4; 6/4; 6/4; ; ; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 19/10; 19/10; 19/10; 2; 19/10; 2; 37/19; 24/13; 19/10; 37/19; 101/50; 19/10; 19/10; 15/8; 19/10; ; ; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 23/10; 9/4; 11/5; 11/5; 9/4; 47/20; 23/10; 11/5; 11/5; 11/5; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-03-31 18:16:22 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; ; 6/4; 6/4; 6/4; 16/11; 16/11; 6/4; 16/11; 79/50; 52/35; 6/4; 6/4; 6/4; ; ; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 19/10; 19/10; ; 2; 19/10; 2; 37/19; 24/13; 19/10; 37/19; 101/50; 19/10; 19/10; 15/8; 19/10; ; ; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 21/10; 21/10; ; 9/4; 9/4; 23/10; 9/4; 11/5; 11/5; 9/4; 47/20; 23/10; 11/5; 11/5; 11/5; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-03-31 22:16:27 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 6/4; 16/11; 6/4; 6/4; 79/50; 52/35; 6/4; 6/4; 6/4; ; ; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 19/10; 19/10; 19/10; 2; 19/10; 2; 37/19; 24/13; 19/10; 37/19; 101/50; 19/10; 19/10; 15/8; 19/10; ; ; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 23/10; 23/10; 11/5; 11/5; 23/10; 47/20; 23/10; 11/5; 11/5; 11/5; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-04-01 02:16:39 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 6/4; 16/11; 6/4; ; 79/50; 52/35; 6/4; 6/4; 6/4; ; 7/5; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 19/10; 19/10; 19/10; 2; 19/10; 2; 37/19; 24/13; 19/10; ; 101/50; 19/10; 19/10; 15/8; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 23/10; 23/10; 11/5; 11/5; ; 47/20; 23/10; 11/5; 11/5; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-stoke; 2017-04-01 06:16:59 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; ; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 6/4; 16/11; 6/4; 6/4; 79/50; 52/35; 6/4; 6/4; 6/4; ; ; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; ; 19/10; 19/10; 19/10; 19/10; 2; 19/10; 2; 37/19; 24/13; 19/10; 19/10; 101/50; 19/10; 19/10; 15/8; 19/10; ; ; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; ; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 23/10; 23/10; 11/5; 11/5; 23/10; 47/20; 23/10; 11/5; 11/5; 11/5; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-04-01 14:17:00 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 17/11; 6/4; 16/11; 6/4; 6/4; 31/20; 52/35; 6/4; 6/4; 6/4; ; ; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 19/10; 19/10; 19/10; 2; 19/10; 2; 37/19; 24/13; 19/10; 37/19; 52/25; 19/10; 19/10; 15/8; 19/10; ; ; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 12/5; 23/10; 11/5; 11/5; 23/10; 58/25; 23/10; 11/5; 11/5; 11/5; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-04-01 18:41:38 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 17/11; 6/4; 16/11; 6/4; 6/4; 151/100; ; 6/4; 6/4; 6/4; ; 7/5; ; 
Stoke; 7/4; 19/10; 2; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 19/10; 19/10; 19/10; 19/10; 2; 19/10; 2; 37/19; 24/13; 19/10; 37/19; 85/40; ; 19/10; 15/8; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 12/5; 23/10; 11/5; 11/5; 23/10; 47/20; ; 11/5; 11/5; 11/5; ; 11/5; ; 
META; english/premier-league/burnley-v-stoke; 2017-04-01 22:40:55 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 7/5; 6/4; 6/4; 6/4; ; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 16/11; 16/11; 7/5; ; 151/100; 52/35; 16/11; 7/5; 16/11; ; 7/5; ; 
Stoke; 19/10; 19/10; 2; 19/10; 19/10; ; 21/10; 9/5; 2; 19/10; 19/10; 19/10; 39/20; 21/10; 19/10; 2; 2; 24/13; 2; ; 85/40; 19/10; 2; 2; 2; ; 19/10; ; 
Draw; 23/10; 23/10; 43/20; 11/5; 9/4; ; 11/5; 23/10; 9/4; 11/5; 2; 21/10; 11/5; 11/5; 9/4; 12/5; 23/10; 11/5; 9/4; ; 47/20; 23/10; 9/4; 11/5; 9/4; ; 11/5; ; 
META; english/premier-league/burnley-v-stoke; 2017-04-02 02:40:59 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 7/5; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 29/20; 29/20; 6/4; 7/5; 17/11; 16/11; 16/11; 7/5; 16/11; 151/100; 52/35; 16/11; 7/5; 16/11; ; ; ; 
Stoke; 19/10; 19/10; 41/20; 19/10; 19/10; 41/20; 21/10; 9/5; 2; 19/10; 19/10; 2; 39/20; 21/10; 21/10; 2; 39/19; 24/13; 2; 39/19; 85/40; 19/10; 2; 15/8; 2; ; ; ; 
Draw; 23/10; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 2; 11/5; 11/5; 21/10; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 47/20; 23/10; 9/4; 11/5; 9/4; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-04-02 06:40:52 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 7/5; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4; 7/5; 17/11; 6/4; 16/11; 7/5; 6/4; 151/100; 52/35; 16/11; 7/5; 16/11; ; ; ; 
Stoke; 19/10; 19/10; 41/20; 19/10; 19/10; 41/20; 21/10; 9/5; 2; 19/10; 19/10; 2; 39/20; 21/10; 21/10; 2; 2; 24/13; 2; 2; 85/40; 19/10; 2; 2; 2; ; ; ; 
Draw; 23/10; 23/10; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 2; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 47/20; 23/10; 9/4; 11/5; 9/4; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-04-02 10:41:04 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 11/8; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 7/5; 7/5; 29/20; 7/5; 6/4; 7/5; 6/4; 16/11; 16/11; 7/5; 16/11; 151/100; 52/35; 16/11; 7/5; 16/11; ; ; ; 
Stoke; 19/10; 21/10; 41/20; 19/10; 19/10; 41/20; 21/10; 9/5; 2; 2; 19/10; 2; 2; 21/10; 21/10; 2; 21/10; 24/13; 2; 21/10; 85/40; 19/10; 2; 2; 2; ; ; ; 
Draw; 23/10; 11/5; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 2; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 47/20; 23/10; 9/4; 11/5; 9/4; ; ; ; 
META; english/premier-league/burnley-v-stoke; 2017-04-02 14:41:03 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 7/5; 29/20; 6/4; 6/4; 29/20; 29/20; 6/4; 7/5; 7/5; 7/5; 29/20; 7/5; 6/4; 7/5; 6/4; 7/5; 16/11; 7/5; 7/5; 149/100; 7/5; 16/11; 11/8; 16/11; ; ; 7/5; 
Stoke; 19/10; 19/10; 21/10; 19/10; 19/10; 21/10; 11/5; 9/5; 2; 2; 2; 2; 2; 21/10; 21/10; 2; 21/10; 24/13; 2; 21/10; 109/50; 2; 2; 2; 2; ; ; 19/10; 
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 23/10; 11/5; 23/10; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 58/25; 23/10; 9/4; 11/5; 9/4; ; ; 21/10; 
META; english/premier-league/burnley-v-stoke; 2017-04-02 18:54:24 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 7/5; 29/20; 6/4; 7/5; 29/20; 29/20; 6/4; 7/5; 7/5; 7/5; 29/20; 7/5; 6/4; 7/5; 6/4; 7/5; 16/11; 7/5; 7/5; 147/100; 7/5; 16/11; 11/8; 16/11; ; 7/5; 7/5; 7/5
Stoke; 19/10; 2; 21/10; 19/10; 2; 21/10; 11/5; 9/5; 2; 2; 2; 2; 2; 21/10; 21/10; 2; 21/10; 24/13; 2; 21/10; 111/50; 2; 2; 2; 2; ; 2; 2; 2
Draw; 23/10; 9/4; 21/10; 9/4; 9/4; 23/10; 11/5; 23/10; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 58/25; 23/10; 9/4; 11/5; 9/4; ; 21/10; 11/5; 21/10
META; english/premier-league/burnley-v-stoke; 2017-04-02 22:54:26 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 13/10; 29/20; 6/4; 7/5; 7/5; 6/4; 11/8; 7/5; 11/8; 27/20; 11/8; 27/20; 6/4; 7/5; 16/11; 7/5; 23/17; 7/5; 7/5; 147/100; 15/11; 16/11; 11/8; 16/11; ; ; 7/5; 7/5
Draw; 23/10; 11/5; 21/10; 9/4; 9/4; 9/4; 11/5; 23/10; 11/5; 2; 2; 21/10; 11/5; 11/5; 21/10; 23/10; 28/13; 11/5; 9/4; 28/13; 9/4; 11/5; 9/4; 21/10; 9/4; ; ; 11/5; 21/10
Stoke; 19/10; 21/10; 21/10; 19/10; 2; 11/5; 11/5; 2; 11/5; 11/5; 2; 11/5; 21/10; 9/4; 11/5; 11/5; 11/5; 2; 2; 11/5; 23/10; 9/4; 2; 21/10; 2; ; ; 21/10; 21/10
META; english/premier-league/burnley-v-stoke; 2017-04-03 02:54:12 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 13/10; 7/5; 7/5; 7/5; 7/5; 7/5; 11/8; 7/5; 11/8; 11/8; 11/8; 27/20; 29/20; 7/5; 7/5; 7/5; 23/17; 7/5; 7/5; 36/25; 15/11; 16/11; 11/8; 16/11; ; ; 7/5; 7/5
Draw; 11/5; 11/5; 21/10; 11/5; 9/4; 9/4; 11/5; 23/10; 11/5; 2; 21/10; 2; 21/10; 11/5; 21/10; 23/10; 28/13; 11/5; 9/4; 28/13; 9/4; 11/5; 9/4; 2; 9/4; ; ; 11/5; 21/10
Stoke; 21/10; 21/10; 11/5; 21/10; 2; 9/4; 12/5; 2; 11/5; 23/10; 21/10; 11/5; 11/5; 12/5; 11/5; 11/5; 11/5; 2; 2; 11/5; 59/25; 9/4; 2; 11/5; 2; ; ; 11/5; 11/5
META; english/premier-league/burnley-v-stoke; 2017-04-03 06:54:08 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 13/10; 7/5; 6/4; 7/5; 7/5; 29/20; 11/8; 7/5; 11/8; 11/8; 11/8; 27/20; 29/20; 7/5; 7/5; 7/5; 23/17; 7/5; 7/5; 36/25; 15/11; 7/5; 11/8; 7/5; ; ; 7/5; 7/5
Draw; 11/5; 11/5; 21/10; 9/4; 9/4; 11/5; 11/5; 23/10; 11/5; 2; 21/10; 2; 21/10; 11/5; 21/10; 23/10; 21/10; 11/5; 21/10; 21/10; 9/4; 11/5; 21/10; 2; 21/10; ; ; 11/5; 21/10
Stoke; 21/10; 21/10; 11/5; 19/10; 2; 9/4; 23/10; 2; 11/5; 23/10; 21/10; 11/5; 11/5; 12/5; 11/5; 11/5; 23/10; 2; 9/4; 23/10; 59/25; 9/4; 9/4; 11/5; 9/4; ; ; 11/5; 11/5
META; english/premier-league/burnley-v-stoke; 2017-04-03 10:54:09 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 11/8; 7/5; 7/5; 7/5; 7/5; 29/20; 11/8; 7/5; 11/8; 11/8; 11/8; 27/20; 29/20; 7/5; 16/11; 7/5; 23/17; 7/5; 7/5; 29/20; 15/11; 7/5; 11/8; 7/5; ; 7/5; 7/5; 7/5
Draw; 11/5; 21/10; 21/10; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 2; 21/10; 2; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; 21/10; 57/25; 11/5; 21/10; 2; 21/10; ; 21/10; 11/5; 21/10
Stoke; 21/10; 11/5; 11/5; 21/10; 2; 9/4; 23/10; 2; 11/5; 23/10; 21/10; 11/5; 11/5; 12/5; 11/5; 11/5; 23/10; 2; 23/10; 23/10; 23/10; 9/4; 23/10; 11/5; 23/10; ; 11/5; 9/4; 11/5
META; english/premier-league/burnley-v-stoke; 2017-04-03 14:15:22 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 11/8; 29/20; 29/20; 7/5; 7/5; 29/20; 11/8; 7/5; 11/8; 11/8; 29/20; 27/20; 29/20; 7/5; 16/11; 7/5; 23/17; 7/5; 7/5; 71/50; 16/11; 7/5; 7/5; 7/5; ; ; 7/5; 7/5
Draw; 11/5; 21/10; 43/20; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 2; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 9/4; 11/5; 21/10; 21/10; 21/10; ; ; 11/5; 21/10
Stoke; 21/10; 21/10; 23/10; 19/10; 11/5; 9/4; 23/10; 2; 11/5; 23/10; 21/10; 23/10; 11/5; 12/5; 9/4; 9/4; 23/10; 2; 23/10; 23/10; 47/20; 21/10; 23/10; 23/10; 23/10; ; ; 9/4; 11/5
META; english/premier-league/burnley-v-stoke; 2017-04-03 18:15:34 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 11/8; 29/20; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 11/8; 29/20; 27/20; 29/20; 7/5; 16/11; 7/5; 23/17; 7/5; 7/5; 71/50; 16/11; 7/5; 7/5; 16/11; ; 11/8; 7/5; 7/5
Draw; 11/5; 21/10; 43/20; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; 39/19; 11/5; 2; 39/19; 9/4; 11/5; 39/19; 21/10; 21/10; ; 21/10; 11/5; 21/10
Stoke; 21/10; 21/10; 23/10; 19/10; 11/5; 9/4; 12/5; 21/10; 11/5; 9/4; 21/10; 23/10; 11/5; 12/5; 9/4; 9/4; 23/10; 2; 23/10; 23/10; 47/20; 21/10; 40/17; 23/10; 12/5; ; 9/4; 9/4; 9/4
META; english/premier-league/burnley-v-stoke; 2017-04-03 22:15:38 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 11/8; 11/8; 7/5; 6/4; 7/5; 7/5; 7/5; 11/8; 7/5; 13/10; 11/8; 29/20; 27/20; 29/20; 7/5; 7/5; 7/5; 23/17; 7/5; 7/5; 71/50; 11/8; 7/5; 7/5; 16/11; ; 11/8; 7/5; 7/5
Draw; 11/5; 21/10; 43/20; 21/10; 11/5; 43/20; 11/5; 9/4; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 9/4; 39/19; 11/5; 2; 39/19; 9/4; 28/13; 39/19; 21/10; 21/10; ; 21/10; 21/10; 21/10
Stoke; 21/10; 21/10; 47/20; 11/5; 11/5; 23/10; 12/5; 21/10; 23/10; 23/10; 21/10; 23/10; 9/4; 23/10; 12/5; 9/4; 40/17; 11/5; 23/10; 40/17; 47/20; 23/10; 40/17; 9/4; 12/5; ; 9/4; 23/10; 12/5
META; english/premier-league/burnley-v-stoke; 2017-04-04 02:15:30 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 29/20; 13/10; 7/5; 6/4; 7/5; 7/5; 7/5; 11/8; 7/5; 11/8; 27/20; 29/20; 11/8; 29/20; 7/5; 7/5; 7/5; 23/17; 7/5; 7/5; 71/50; 11/8; 7/5; 6/4; 16/11; ; 11/8; 7/5; 7/5
Draw; 11/5; 11/5; 43/20; 21/10; 11/5; 43/20; 11/5; 9/4; 11/5; 19/10; 2; 21/10; 11/5; 21/10; 11/5; 11/5; 39/19; 11/5; 2; 39/19; 9/4; 28/13; 39/19; 11/5; 21/10; ; 21/10; 21/10; 11/5
Stoke; 23/10; 11/5; 23/10; 11/5; 11/5; 23/10; 12/5; 21/10; 23/10; 23/10; 9/4; 23/10; 11/5; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 47/20; 23/10; 40/17; 2; 12/5; ; 23/10; 23/10; 23/10
META; english/premier-league/burnley-v-stoke; 2017-04-04 06:15:23 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 29/20; 13/10; 7/5; 6/4; 7/5; 7/5; 7/5; 11/8; 7/5; 11/8; 27/20; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 23/17; 7/5; 7/5; 71/50; 11/8; 7/5; 6/4; 16/11; ; ; 7/5; 7/5
Draw; 11/5; 11/5; 43/20; 11/5; 11/5; 43/20; 11/5; 9/4; 11/5; 19/10; 2; 9/4; 11/5; 11/5; 11/5; 11/5; 39/19; 11/5; 2; 39/19; 9/4; 28/13; 39/19; 11/5; 21/10; ; ; 21/10; 21/10
Stoke; 23/10; 11/5; 23/10; 19/10; 11/5; 23/10; 12/5; 21/10; 23/10; 23/10; 9/4; 9/4; 11/5; 12/5; 12/5; 23/10; 40/17; 11/5; 23/10; 40/17; 47/20; 23/10; 40/17; 2; 12/5; ; ; 23/10; 23/10
META; english/premier-league/burnley-v-stoke; 2017-04-04 10:15:26 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 7/5; 7/5; 7/5; 6/4; 7/5; 29/20; 29/20; 11/8; 7/5; 7/5; 27/20; 29/20; 11/8; 6/4; 11/8; 16/11; 7/5; 23/17; 7/5; 7/5; 71/50; 17/12; 7/5; 6/4; 16/11; ; 7/5; 7/5; 7/5
Draw; 11/5; 21/10; 11/5; 21/10; 11/5; 43/20; 11/5; 9/4; 11/5; 19/10; 2; 11/5; 11/5; 21/10; 11/5; 11/5; 21/10; 11/5; 2; 21/10; 9/4; 28/13; 39/19; 11/5; 21/10; ; 21/10; 21/10; 21/10
Stoke; 12/5; 21/10; 23/10; 11/5; 23/10; 9/4; 23/10; 21/10; 23/10; 9/4; 9/4; 11/5; 11/5; 12/5; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; 47/20; 9/4; 40/17; 2; 12/5; ; 11/5; 9/4; 23/10
META; english/premier-league/burnley-v-stoke; 2017-04-04 14:15:23 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 6/4; 6/4; 7/5; 29/20; 6/4; 7/5; 7/5; 7/5; 7/5; 29/20; 29/20; 6/4; 29/20; 6/4; 16/11; 23/17; 7/5; 16/11; 6/4; 13/9; 7/5; 6/4; 16/11; ; 7/5; 6/4; 6/4
Draw; 21/10; 21/10; 43/20; 21/10; 11/5; 21/10; 21/10; 2; 85/40; 21/10; 21/10; 11/5; 2; 21/10; 21/10; 11/5; 39/19; 11/5; 2; 39/19; 43/20; 21/10; 39/19; 11/5; 21/10; ; 2; 2; 11/5
Stoke; 23/10; 21/10; 11/5; 21/10; 23/10; 9/4; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 12/5; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; 47/20; 9/4; 40/17; 2; 12/5; ; 21/10; 11/5; 9/4
META; english/premier-league/burnley-v-stoke; 2017-04-04 18:15:37 GMT+3; 2017-04-04 19:45; Nothing; Xlenovo
Burnley; 6/4; 7/5; 6/4; 6/4; 7/5; 29/20; 6/4; 7/5; 7/5; 7/5; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 16/11; 7/5; 7/5; 16/11; 6/4; 17/12; 16/11; 6/4; 6/4; ; 7/5; 7/5; 6/4
