META; english/premier-league/chelsea-v-crystal-palace; 2017-03-06 00:16:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Crystal Palace; 12; 10; 11; 11; 12; 11; 12; 14; 10; 12; 10; 10; 12; 12; 9; 12; 23/2; 10; 23/2; 23/2; 14; 9; 23/2; 11; 23/2; ; ; ; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-20 04:15:27 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 2/7; 2/7; 2/7; 1/4; 2/9; 1/4; 2/9; 3/10; 2/7; 1/4; 3/10; 1/4; 1/4; 2/7; 2/7; 5/19; 1/4; 1/4; 5/19; 27/100; 2/7; 5/19; 2/7; 5/19; ; ; ; 3/10
Draw; 19/4; 17/4; 17/4; 4; 9/2; 5; 19/4; 9/2; 19/4; 17/4; 21/5; 4; 9/2; 19/5; 19/4; 5; 50/11; 9/2; 9/2; 50/11; 26/5; 23/5; 9/2; 17/4; 9/2; ; ; ; 23/5
Crystal Palace; 10; 10; 11; 11; 12; 11; 14; 12; 10; 11; 11; 10; 11; 12; 9; 12; 45/4; 10; 23/2; 45/4; 14; 9; 23/2; 10; 23/2; ; ; ; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-20 08:15:28 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 2/7; 2/7; 2/7; 1/4; 2/9; 1/4; 2/9; 3/10; 2/7; 1/4; 3/10; 1/4; 1/4; 2/7; 2/7; 5/19; 1/4; 1/4; 3/11; 27/100; 2/7; 5/19; 2/7; 5/19; ; ; ; 3/10
Draw; 19/4; 17/4; 17/4; 4; 9/2; 5; 19/4; 9/2; 19/4; 17/4; 21/5; 4; 9/2; 19/5; 19/4; 5; 50/11; 9/2; 9/2; 22/5; 26/5; 23/5; 9/2; 17/4; 9/2; ; ; ; 23/5
Crystal Palace; 10; 10; 11; 11; 12; 11; 14; 12; 10; 11; 11; 10; 11; 12; 9; 12; 45/4; 10; 23/2; 45/4; 14; 9; 23/2; 10; 23/2; ; ; ; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-20 12:15:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 2/7; 2/7; 2/7; 1/4; 3/10; 1/4; 2/9; 3/10; 2/7; 1/4; 3/10; 1/4; 1/4; 2/7; 2/7; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 17/4; 17/4; 4; 9/2; 19/4; 19/4; 9/2; 19/4; 17/4; 21/5; 4; 9/2; 19/5; 19/4; 5; 50/11; 9/2; 9/2; 50/11; 24/5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 23/5
Crystal Palace; 10; 10; 11; 11; 12; 10; 14; 12; 10; 11; 11; 10; 11; 12; 9; 12; 45/4; 10; 23/2; 45/4; 14; 9; 23/2; 10; 23/2; ; ; 51/5; 57/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-20 16:15:38 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 2/7; 2/7; 2/7; 1/4; 3/10; 1/4; 2/9; 3/10; 2/7; 1/4; 3/10; 1/4; 1/4; 2/7; 2/7; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 17/4; 17/4; 4; 9/2; 19/4; 19/4; 9/2; 19/4; 17/4; 21/5; 4; 9/2; 19/5; 19/4; 5; 79/17; 9/2; 9/2; 79/17; 24/5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 11; 11; 12; 11; 14; 12; 10; 10; 11; 10; 11; 12; 9; 12; 11; 10; 23/2; 11; 14; 9; 23/2; 10; 23/2; ; ; 51/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-20 20:15:28 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 2/7; 2/7; 2/7; 1/4; 5/18; 1/4; 2/9; 3/10; 2/7; 1/4; 3/10; 1/4; 1/4; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 17/4; 17/4; 4; 9/2; 19/4; 19/4; 9/2; 19/4; 17/4; 21/5; 4; 9/2; 19/5; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 11; 11; 12; 12; 14; 12; 10; 10; 11; 10; 11; 12; 9; 11; 11; 10; 23/2; 11; 14; 9; 23/2; 10; 23/2; ; ; 51/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-21 00:15:29 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 2/7; 2/7; 2/7; 1/4; 5/18; 1/4; 2/9; 3/10; 2/7; 1/4; 2/7; 1/4; 1/4; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 17/4; 17/4; 4; 9/2; 19/4; 19/4; 9/2; 19/4; 17/4; 21/5; 4; 9/2; 19/5; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 23/5; 9/2; 17/4; 9/2; ; ; 22/5; 24/5
Crystal Palace; 10; 10; 11; 11; 12; 12; 14; 12; 10; 10; 11; 9; 11; 12; 9; 11; 11; 10; 23/2; 11; 14; 9; 23/2; 10; 23/2; ; ; 53/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-21 04:15:28 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 2/7; 2/7; 2/7; 1/4; 5/18; 2/7; 2/9; 3/10; 2/7; 2/7; 2/7; 1/4; 1/4; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 17/4; 17/4; 4; 9/2; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 4; 9/2; 15/4; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 23/5; 9/2; 17/4; 9/2; ; ; 21/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 9; 11; 12; 9; 11; 11; 10; 23/2; 11; 14; 9; 23/2; 10; 23/2; ; ; 53/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-21 08:15:28 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 2/7; 2/7; 2/7; 2/7; 5/18; 2/7; 2/9; 3/10; 2/7; 2/7; 2/7; 1/4; 1/4; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 17/4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 4; 9/2; 15/4; 19/4; 9/2; 23/5; 9/2; 9/2; 23/5; 24/5; 23/5; 9/2; 17/4; 9/2; ; ; 21/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 9; 11; 12; 9; 11; 11; 10; 23/2; 11; 14; 9; 23/2; 10; 23/2; ; ; 53/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-21 12:15:43 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 1/4; 2/7; 2/7; 5/19; 1/4; ; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 4; 19/4; 17/4; 4; 4; 9/2; 15/4; 19/4; 4; 23/5; 9/2; ; 23/5; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 11; 10; 10; 10; 9; 11; 12; 9; 11; 11; 10; ; 11; 13; 9; 23/2; 10; 23/2; ; ; 12; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-21 16:15:40 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 2/7; 3/10; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 1/4; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 17/4; 17/4; 4; 4; 19/4; 19/4; 4; 19/4; 17/4; 4; 4; 9/2; 15/4; 19/4; 9/2; 23/5; 9/2; 9/2; 23/5; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 11; 10; 10; 10; 9; 11; 12; 9; 11; 11; 10; 23/2; 11; 13; 9; 23/2; 10; 23/2; ; ; 12; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-22 00:15:29 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 2/7; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 4; 19/4; 17/4; 4; 4; 9/2; 4; 19/4; 4; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 11; 10; 10; 10; 9; 11; 14; 9; 11; 11; 10; 23/2; 11; 13; 9; 23/2; 10; 23/2; ; ; 56/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-22 08:15:28 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 2/7; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 4; 19/4; 17/4; 4; 4; 9/2; 4; 19/4; 4; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 11; 10; 10; 10; 9; 11; 14; 9; 11; 43/4; 10; 23/2; 43/4; 13; 9; 23/2; 10; 23/2; ; ; 53/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-22 12:28:04 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 2/7; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 4; 19/4; 17/4; 4; 4; 9/2; 4; 19/4; 4; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 9/2; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 11; 10; 10; 10; 9; 11; 14; 9; 11; 11; 10; 23/2; 11; 13; 9; 23/2; 10; 23/2; ; ; 12; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-23 13:19:24 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 15/4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 11; 10; 23/2; 11; 13; 9; 23/2; 10; 23/2; ; ; 12; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-23 16:15:41 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 15/4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 11; 10; 23/2; 11; 13; 9; 23/2; 10; 23/2; ; ; 58/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-23 20:15:40 GMT+2; 2017-04-02 13:00; e70300-dr003
Fiorentina 1-0; 11/2; ; 13/2; 6; ; 5; 13/2; 13/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 11/2; 96/17; 23/4; 6; 96/17; ; 59/10; 6; 11/2; 6; ; 11/2; ; 
Fiorentina 2-0; 6; ; 7; 13/2; ; 11/2; 7; 7; 11/2; 6; 6; 6; 11/2; 13/2; 11/2; 6; 29/5; 25/4; 13/2; 29/5; ; 6; 13/2; 11/2; 13/2; ; 29/5; ; 
Fiorentina 2-1; 7; ; 8; 15/2; ; 13/2; 8; 15/2; 7; 7; 7; 7; 7; 15/2; 15/2; 7; 7; 7; 8; 7; ; 38/5; 8; 15/2; 8; ; 34/5; ; 
Draw 1-1; 7; ; 15/2; 15/2; ; 13/2; 17/2; 7; 7; 7; 7; 13/2; 7; 7; 8; 7; 7; 27/4; 8; 7; ; 15/2; 8; 7; 8; ; 32/5; ; 
Fiorentina 3-0; 9; ; 11; 9; ; 9; 19/2; 12; 9; 9; 10; 9; 9; 10; 17/2; 9; 9; 9; 9; 9; ; 10; 9; 8; 9; ; 9; ; 
Fiorentina 3-1; 11; ; 12; 11; ; 10; 12; 12; 11; 11; 11; 10; 10; 12; 12; 10; 11; 11; 12; 11; ; 12; 12; 11; 12; ; 54/5; ; 
Draw 0-0; 11; ; 13; 11; ; 11; 9; 10; 11; 11; 11; 9; 17/2; 12; 11; 9; 17/2; 31/4; 21/2; 17/2; ; 13; 21/2; ; 21/2; ; 54/5; ; 
Draw 2-2; 18; ; 17; 18; ; 12; 20; 16; 18; 16; 16; 14; 18; 16; 16; 16; 17; 33/2; 19; 17; ; 20; 19; 18; 19; ; 73/5; ; 
Bologna 1-0; 16; ; 17; 16; ; 14; 17; 22; 14; 16; 16; 14; 16; 18; 14; 16; 55/4; 16; 16; 55/4; ; 15; 16; 16; 16; ; 83/5; ; 
Bologna 2-1; 20; ; 20; 18; ; 12; 21; 22; 18; 18; 18; 18; 20; 18; 16; 18; 67/4; 19; 20; 67/4; ; 20; 20; 20; 20; ; 83/5; ; 
Fiorentina 4-0; 18; ; 20; 16; ; 16; 17; 25; 18; 18; 20; 18; 18; 20; 16; 16; 71/4; 33/2; 16; 71/4; ; 21; 16; 16; 16; ; ; ; 
Fiorentina 4-1; 22; ; 25; 20; ; 16; 21; 25; 22; 20; 22; 20; 22; 22; 20; 20; 85/4; 20; 20; 85/4; ; 26; 20; 20; 20; ; ; ; 
Any Other Score; ; ; 16; ; ; ; ; 18; 28; ; ; ; ; ; ; ; ; 21/2; ; ; ; 16; ; ; ; ; ; ; 
Fiorentina 3-2; 25; ; 25; 28; ; 20; 30; 22; 28; 22; 25; 22; 25; 25; 25; 22; 95/4; 22; 27; 95/4; ; 31; 27; 28; 27; ; 22; ; 
Bologna 2-0; 33; ; 40; 40; ; 28; 33; 55; 40; 40; 40; 33; 40; 35; 25; 33; 57/2; 40; 31; 57/2; ; 39; 31; 40; 31; ; 29; ; 
Fiorentina 4-2; 40; ; 50; 50; ; 40; 55; 50; 50; 40; 45; 40; 45; 45; 50; 40; 83/2; 40; 50; 83/2; ; 60; 50; 50; 50; ; ; ; 
Bologna 3-2; 50; ; 55; 66; ; 50; 70; 70; 66; 50; 50; 40; 45; 50; 66; 50; 45; 66; 66; 45; ; 70; 66; 66; 66; ; 43; ; 
Bologna 3-1; 50; ; 60; 66; ; 50; 55; 80; 66; 50; 55; 50; 60; 55; 66; 50; 45; 66; 50; 45; ; 70; 50; 66; 50; ; 45; ; 
Fiorentina 5-0; 40; ; ; 50; ; 40; 35; 80; 40; 40; 45; 40; 50; 40; 28; 40; 147/4; ; 34; 147/4; ; ; 34; 40; 34; ; ; ; 
Fiorentina 5-1; 40; ; ; 50; ; 40; 45; 80; 50; 40; 50; 40; 55; 45; 40; 40; 171/4; ; 40; 171/4; ; ; 40; 50; 40; ; ; ; 
Draw 3-3; 66; ; 70; 80; ; 50; 90; 70; 100; 66; 66; 50; 75; 70; 100; 66; 58; 125; 90; 58; ; 110; 90; 80; 90; ; 56; ; 
Fiorentina 5-2; 80; ; ; 125; ; 80; 110; 125; ; 90; 90; 66; 100; 100; 125; 80; 275/4; ; 100; 275/4; ; ; 100; 125; 100; ; ; ; 
Bologna 3-0; 80; ; 110; 80; ; 80; 90; 200; 100; 100; 90; 80; 100; 100; 125; 80; 64; 200; 80; 64; ; 130; 80; 125; 80; ; 85; ; 
Bologna 6-3; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 7-2; ; ; ; ; ; ; ; ; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fiorentina 4-3; 100; ; 125; 125; ; 80; 150; 150; ; 100; 100; 80; 125; 100; 200; 100; 313/4; 250; 160; 313/4; ; 200; 160; 150; 160; ; ; ; 
Fiorentina 6-1; 100; ; ; 125; ; 80; 110; 250; ; 100; 100; 80; 125; 100; 125; 80; 299/4; ; 100; 299/4; ; ; 100; 125; 100; ; ; ; 
Fiorentina 6-2; 200; ; ; 250; ; 200; 250; ; ; 175; 150; 100; 150; 200; ; 150; ; ; 225; ; ; ; 225; 250; 225; ; ; ; 
Fiorentina 6-0; 80; ; ; 125; ; 80; 90; 275; 100; 90; 90; 66; 125; 100; 100; 80; 275/4; ; 80; 275/4; ; ; 80; 100; 80; ; ; ; 
Bologna 4-2; 150; ; 200; 150; ; 150; 225; 300; 100; 175; 125; 100; 150; 200; ; 125; 89; 250; 200; 89; ; 290; 200; 250; 200; ; ; ; 
Fiorentina 6-3; ; ; ; ; ; ; ; ; ; 350; 200; ; 200; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fiorentina 7-2; ; ; ; ; ; ; ; ; ; 350; 200; ; 200; 300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 4-3; 250; ; 225; 150; ; 200; 375; 375; ; 200; 150; 100; 150; 200; ; 150; ; 250; 375; ; ; 350; 375; 250; 375; ; ; ; 
Bologna 4-1; 150; ; 200; 125; ; 150; 200; 400; 100; 175; 125; 100; 150; 200; ; 100; 351/4; 250; 180; 351/4; ; 290; 180; 250; 180; ; ; ; 
Fiorentina 5-3; 250; ; ; ; ; 200; 375; 400; ; 200; 150; 100; 175; 250; ; 200; ; ; 350; ; ; ; 350; 250; 350; ; ; ; 
Draw 4-4; 450; ; 250; 200; ; ; 375; 350; ; 275; 150; ; 175; 300; ; 200; ; 250; 400; ; ; 350; 400; ; 400; ; ; ; 
Bologna 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 4-0; 300; ; 250; 200; ; ; 300; 500; 100; 300; 150; ; 175; 300; ; 200; ; 250; 275; ; ; 350; 275; ; 275; ; ; ; 
Bologna 5-0; ; ; ; 500; ; ; 375; 500; 100; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 5-1; ; ; ; 500; ; ; 375; 500; 100; 450; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 5-2; ; ; ; 500; ; ; 375; 500; ; 425; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 5-3; ; ; ; ; ; ; 375; 500; ; 475; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 5-4; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 6-0; ; ; ; ; ; ; 375; 500; 100; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 6-1; ; ; ; ; ; ; 375; 500; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 6-2; ; ; ; 500; ; ; 375; ; ; ; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 7-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 7-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 8-0; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 8-1; ; ; ; ; ; ; ; 500; ; ; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bologna 9-0; ; ; ; ; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fiorentina 10-0; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fiorentina 5-4; ; ; ; ; ; ; ; 500; ; 400; 200; ; 200; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; 
Fiorentina 7-0; 250; ; ; 250; ; 250; 250; 500; ; 200; 150; 100; 175; 250; 250; ; ; ; 225; ; ; ; 225; 250; 225; ; ; ; 
Fiorentina 7-1; 250; ; ; 250; ; ; 325; 500; ; 225; 150; 100; 175; 300; ; ; ; ; 300; ; ; ; 300; 250; 300; ; ; ; 
Fiorentina 8-0; ; ; ; 500; ; ; ; 500; ; 400; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fiorentina 8-1; ; ; ; ; ; ; ; 500; ; 425; 200; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Fiorentina 9-0; ; ; ; 500; ; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-24 00:15:32 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 15/4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 11; 10; 23/2; 11; 13; 9; 23/2; 10; 23/2; ; ; 53/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-24 04:15:32 GMT+2; 2017-04-01 15:00; e70300-dr003
Chelsea; 1/4; 3/10; 2/7; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7; 2/7; 2/7; 1/4; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 5/19; 2/7; 2/7; 5/19; 2/7; 5/19; ; ; 1/4; 3/10
Draw; 19/4; 4; 17/4; 4; 4; 19/4; 19/4; 9/2; 19/4; 17/4; 4; 15/4; 9/2; 4; 19/4; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 23/5; 9/2; 17/4; 9/2; ; ; 23/5; 24/5
Crystal Palace; 10; 10; 10; 11; 12; 12; 12; 12; 10; 10; 10; 10; 11; 14; 9; 11; 11; 10; 23/2; 11; 13; 9; 23/2; 10; 23/2; ; ; 53/5; 54/5
META; english/premier-league/chelsea-v-crystal-palace; 2017-03-24 12:15:34 GMT+2; 2017-04-01 19:30; e70300-dr003
Miroslav Radovic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/5; ; 4; ; ; ; 4; ; 4; ; ; ; 
Tomas Necid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 39/10; ; 4; ; ; ; 4; ; 4; ; ; ; 
Vamara Sanogo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; 4; ; ; ; 4; ; 4; ; ; ; 
Daniel Chima Chukwu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 41/10; ; 4; ; ; ; 4; ; 4; ; ; ; 
Michal Kucharczyk; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5; ; 5; 5; ; ; 51/10; ; 51/10; ; ; ; 
Kasper Hamalainen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/4; ; 28/5; ; ; ; 23/4; ; 23/4; ; ; ; 
Guilherme Costa Marques; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/2; ; 13/2; ; ; ; 13/2; ; 13/2; ; ; ; 
Thibault Moulin; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/2; ; 13/2; ; ; ; 13/2; ; 13/2; ; ; ; 
Vadis Odjidja-Ofoe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 25/4; ; 13/2; ; ; ; 13/2; ; 13/2; ; ; ; 
Valeri Qazaishvili; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 25/4; ; 13/2; ; ; ; 13/2; ; 13/2; ; ; ; 
Sebastian Szymanski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8; ; 8; ; ; ; 8; ; 8; ; ; ; 
Tomasz Jodlowiec; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 31/4; ; 8; ; ; ; 8; ; 8; ; ; ; 
Bartlomiej Urbanski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 33/4; ; 17/2; ; ; ; 17/2; ; 17/2; ; ; ; 
Dominik Nagy; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; 17/2; ; ; ; 17/2; ; 17/2; ; ; ; 
Adam Fraczczak; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; 19/2; 19/2; ; ; 19/2; ; 19/2; ; ; ; 
Michal Kopczynski; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; 19/2; ; ; ; 19/2; ; 19/2; ; ; ; 
