META; english/premier-league/leicester-v-stoke; 2017-03-07 00:16:40 GMT+2; 2017-04-01 15:00; e70300-dr003
META; english/premier-league/leicester-v-stoke; 2017-03-19 20:15:55 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 10/11; 19/20; 1; 19/20; 19/20; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 10/11; 1; 1; 1; 19/20; 21/20; 1; 21/20; 13/14; 21/20; 19/20; 21/20; ; ; ; 20/21
Draw; 12/5; 12/5; 12/5; 5/2; 5/2; 9/4; 5/2; 23/10; 5/2; 23/10; 23/10; 23/10; 12/5; 12/5; 5/2; 13/5; 12/5; 12/5; 23/10; 12/5; 5/2; 27/11; 40/17; 12/5; 40/17; ; ; ; 23/10
Stoke; 16/5; 29/10; 29/10; 14/5; 3; 11/4; 31/10; 12/5; 14/5; 3; 11/4; 3; 3; 13/5; 14/5; 31/10; 56/19; 14/5; 13/5; 56/19; 31/10; 58/19; 45/17; 14/5; 45/17; ; ; ; 12/5
META; english/premier-league/leicester-v-stoke; 2017-03-20 00:15:38 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 10/11; 1; 1; 19/20; 1; 1; 21/20; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 21/20; 19/20; 19/20; 20/21; 19/20; 21/20; 13/14; 19/20; 19/20; 19/20; ; ; ; 21/20
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 9/4; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 23/10; 5/2; 13/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; ; 11/5
Stoke; 16/5; 14/5; 14/5; 14/5; 3; 11/4; 29/10; 12/5; 14/5; 14/5; 27/10; 3; 29/10; 13/5; 14/5; 3; 3; 14/5; 3; 3; 31/10; 58/19; 3; 14/5; 3; ; ; ; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-20 04:15:32 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 10/11; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 21/20; 19/20; 19/20; 20/21; 19/20; 21/20; 13/14; 19/20; 19/20; 19/20; ; ; ; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 9/4; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 23/10; 5/2; 13/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; ; 23/10
Stoke; 16/5; 14/5; 14/5; 14/5; 3; 11/4; 31/10; 12/5; 14/5; 14/5; 27/10; 3; 29/10; 13/5; 14/5; 3; 3; 14/5; 3; 3; 31/10; 58/19; 3; 3; 3; ; ; ; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-20 08:15:32 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 21/20; 1; 19/20; 20/21; 1; 21/20; 13/14; 19/20; 1; 19/20; ; ; ; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 9/4; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 9/4; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; ; 23/10
Stoke; 11/4; 14/5; 29/10; 14/5; 3; 11/4; 31/10; 12/5; 14/5; 14/5; 27/10; 3; 29/10; 27/10; 14/5; 3; 56/19; 14/5; 3; 37/13; 31/10; 58/19; 3; 11/4; 3; ; ; ; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-20 12:15:41 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 21/20; 1; 19/20; 20/21; 1; 21/20; 13/14; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 9/4; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 9/4; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 23/10
Stoke; 11/4; 14/5; 29/10; 14/5; 3; 11/4; 31/10; 12/5; 14/5; 14/5; 27/10; 3; 29/10; 27/10; 14/5; 3; 56/19; 14/5; 3; 56/19; 31/10; 58/19; 3; 11/4; 3; ; ; 14/5; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-20 16:15:43 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 21/20; 19/20; 19/20; 20/21; 19/20; 21/20; 19/20; 19/20; 1; 19/20; ; ; 1; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 9/4; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 9/4; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 11/4; 31/10; 12/5; 14/5; 3; 27/10; 3; 29/10; 13/5; 14/5; 3; 3; 14/5; 3; 3; 31/10; 58/19; 3; 14/5; 3; ; ; 14/5; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-20 20:15:33 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 1; 19/20; 19/20; 20/21; 19/20; 21/20; 19/20; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 9/4; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 11/4; 31/10; 12/5; 14/5; 3; 27/10; 3; 29/10; 13/5; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 58/19; 3; 14/5; 3; ; ; 14/5; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-21 00:15:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 1; 19/20; 19/20; 20/21; 19/20; 21/20; 19/20; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 9/4; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 11/5; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 11/4; 31/10; 12/5; 14/5; 3; 27/10; 3; 29/10; 13/5; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 58/19; 3; 14/5; 3; ; ; 27/10; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-21 04:15:32 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 1; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 9/4; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 11/5; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 11/4; 31/10; 12/5; 14/5; 3; 27/10; 3; 29/10; 13/5; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 56/19; 3; 14/5; 3; ; ; 27/10; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-21 08:15:33 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 1; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 11/5; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 12/5; 14/5; 3; 27/10; 3; 29/10; 13/5; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 56/19; 3; 14/5; 3; ; ; 27/10; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-21 12:15:49 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 1; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 12/5; 14/5; 3; 27/10; 3; 29/10; 13/5; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 56/19; 3; 14/5; 3; ; ; 14/5; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-21 16:15:49 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 19/20; 1; 1; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 12/5; 14/5; 3; 27/10; 3; 29/10; 13/5; 14/5; 14/5; 58/19; 14/5; 3; 58/19; 31/10; 56/19; 3; 14/5; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-22 00:15:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 19/20; 1; 19/20; 1; 1; 20/21; 1; 1; 20/21; 19/20; 20/21; 19/20; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 21/20; 28/29; 19/20; 19/20; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 23/10
Stoke; 11/4; 3; 29/10; 14/5; 3; 3; 33/10; 12/5; 14/5; 3; 11/4; 3; 59/20; 3; 14/5; 29/10; 58/19; 14/5; 3; 58/19; 31/10; 56/19; 3; 14/5; 3; ; ; 3; 11/4
META; english/premier-league/leicester-v-stoke; 2017-03-22 08:15:33 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 19/20; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 1; 1; 1; 1; 19/20; 20/21; 1; 21/20; 28/29; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 5/2; 9/4; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 23/10
Stoke; 11/4; 3; 14/5; 14/5; 3; 3; 31/10; 12/5; 14/5; 3; 27/10; 3; 59/20; 29/10; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 56/19; 3; 11/4; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-22 12:28:14 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 19/20; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 1; 1; 1; 1; 19/20; 20/21; 1; 21/20; 28/29; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 23/10; 5/2; 9/4; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 12/5; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 12/5; 14/5; 3; 27/10; 3; 59/20; 29/10; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 56/19; 3; 11/4; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-23 13:19:29 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 19/20; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 21/20; 1; 1; 1; 19/20; 20/21; 1; 21/20; 39/40; 19/20; 1; 19/20; ; ; 1; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 12/5; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 12/5; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 3; 11/4; 14/5; 3; 13/5; 14/5; 29/10; 29/10; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 29/10; 3; 11/4; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-23 16:15:46 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 19/20; 1; 19/20; 21/20; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 21/20; 1; 1; 1; 19/20; 20/21; 1; 21/20; 39/40; 19/20; 1; 19/20; ; ; 1; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 12/5; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 12/5; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 3; 11/4; 14/5; 3; 13/5; 14/5; 29/10; 29/10; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 29/10; 3; 11/4; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-23 20:15:49 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 21/20; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 21/20; 1; 1; 1; 19/20; 20/21; 1; 21/20; 39/40; 19/20; 1; 19/20; ; ; 1; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 12/5; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 12/5; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 3; 11/4; 14/5; 3; 13/5; 14/5; 29/10; 29/10; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 29/10; 3; 11/4; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-24 00:15:38 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 21/20; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 21/20; 1; 1; 1; 19/20; 20/21; 1; 21/20; 39/40; 19/20; 1; 19/20; ; ; 1; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 12/5; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 3; 11/4; 14/5; 3; 13/5; 14/5; 29/10; 29/10; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 29/10; 3; 11/4; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-24 04:15:37 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 21/20; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 21/20; 1; 1; 1; 19/20; 20/21; 1; 21/20; 39/40; 19/20; 1; 19/20; ; ; 1; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 12/5; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 3; 11/4; 14/5; 3; 13/5; 14/5; 29/10; 29/10; 14/5; 14/5; 58/19; 14/5; 3; 58/19; 31/10; 29/10; 3; 11/4; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-24 12:15:40 GMT+2; 2017-03-24 19:45; e70300-dr003
Spain; 1/8; 1/9; 1/9; 1/10; 1/10; 1/9; 1/9; 1/12; 1/10; 1/9; 1/10; 1/10; 1/9; 1/9; 1/9; 1/10; 1/10; 2/17; 1/10; 1/10; 1/8; 1/10; 1/10; 1/9; 1/10; ; 1/8; 2/15; 2/15
Draw; 9; 15/2; 8; 8; 17/2; 17/2; 9; 17/2; 8; 8; 8; 15/2; 17/2; 9; 8; 8; 8; 9; 15/2; 8; 19/2; 17/2; 15/2; 7; 15/2; ; 9; 17/2; 9
Israel; 25; 25; 20; 25; 25; 28; 28; 25; 25; 25; 25; 25; 20; 22; 25; 25; 51/2; 25; 27; 51/2; 28; 25; 27; 22; 27; ; 29; 28; 29
META; english/premier-league/leicester-v-stoke; 2017-03-24 16:15:50 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 1; 1; 1; 1; 19/20; 20/21; 1; 21/20; 39/40; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 12/5; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 12/5; 23/10
Stoke; 11/4; 14/5; 29/10; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 3; 29/10; 29/10; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 29/10; 3; 14/5; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-24 20:15:57 GMT+2; 2017-03-24 19:45; e70300-dr003
Iceland; 1/4; 2/9; 1/4; 1/4; 1/4; 2/7; 1/4; 2/9; 1/5; 2/9; 1/4; 1/5; 1/4; 2/9; 2/9; 1/4; 3/13; 1/4; 1/4; 3/13; 6/25; 2/9; 1/4; 2/9; 3/11; ; 1/4; 1/4; 
Draw; 11/2; 19/4; 11/2; 5; 5; 5; 11/2; 9/2; 5; 5; 5; 9/2; 19/4; 11/2; 11/2; 51/10; 91/17; 21/4; 24/5; 91/17; 59/10; 27/5; 24/5; 5; 5; ; 11/2; 27/5; 
Kosovo; 13; 12; 14; 9; 11; 10; 17/2; 11; 11; 12; 11; 10; 11; 12; 12; 11; 11; 10; 19/2; 11; 27/2; 12; 19/2; 11; 19/2; ; 59/5; 12; 
META; english/premier-league/leicester-v-stoke; 2017-03-25 00:15:43 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; ; 19/20; 20/21; 19/20; 1; 1; 1; 1; 19/20; 20/21; 1; 21/20; 39/40; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; ; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 11/4; 14/5; ; 27/10; 3; 29/10; 29/10; 14/5; 14/5; 3; 14/5; 3; 3; 31/10; 29/10; 3; 11/4; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-25 04:15:51 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 1; 1; 19/20; 1; 19/20; 20/21; 1; 21/20; 39/40; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 9/4; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 3; 29/10; 29/10; 14/5; 29/10; 3; 14/5; 3; 3; 31/10; 29/10; 3; 11/4; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-25 08:15:56 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 1; 1; 19/20; 1; 19/20; 20/21; 1; 21/20; 39/40; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 9/4; 23/10
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 3; 29/10; 29/10; 14/5; 29/10; 58/19; 14/5; 3; 58/19; 31/10; 29/10; 3; 11/4; 3; ; ; 3; 13/5
META; english/premier-league/leicester-v-stoke; 2017-03-26 04:15:29 GMT+2; 2017-04-01 15:00; e70300-dr003
Leicester; 1; 1; 1; 19/20; 1; 1; 1; 1; 1; 20/21; 19/20; 20/21; 19/20; 1; 1; 19/20; 19/20; 19/20; 20/21; 19/20; 21/20; 39/40; 19/20; 1; 19/20; ; ; 20/21; 1
Draw; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 9/4; 5/2; 12/5; 5/2; 5/2; 12/5; 40/17; 12/5; 12/5; 40/17; 5/2; 27/11; 12/5; 23/10; 12/5; ; ; 23/10; 
Stoke; 11/4; 14/5; 14/5; 14/5; 3; 3; 31/10; 11/4; 14/5; 3; 27/10; 14/5; 29/10; 29/10; 14/5; 29/10; 58/19; 14/5; 3; 58/19; 31/10; 29/10; 3; 14/5; 3; ; ; 14/5; 
META; english/premier-league/leicester-v-stoke; 2017-03-26 08:15:43 GMT+2; 2017-04-02 13:30; e70300-dr003
Swansea 1-0; 6; 5; 6; 11/2; ; 5; 6; 11/2; 21/4; 11/2; 11/2; 11/2; 21/4; 11/2; 11/2; 11/2; 6; 21/4; 11/2; 6; ; 57/10; 11/2; 11/2; 11/2; ; ; ; 
Draw 1-1; 6; 5; 6; 6; ; 5; 6; 6; 5; 5; 11/2; 11/2; 21/4; 6; 11/2; 11/2; 25/4; 11/2; 28/5; 25/4; ; 27/5; 23/4; 5; 23/4; ; ; ; 
Draw 0-0; 15/2; 8; 17/2; 8; ; 7; 15/2; 15/2; 15/2; 15/2; 15/2; 15/2; 7; 17/2; 15/2; 7; 27/4; 23/4; 13/2; 27/4; ; 83/10; 13/2; ; 13/2; ; ; ; 
Swansea 2-0; 8; 7; 17/2; 8; ; 7; 17/2; 17/2; 15/2; 8; 8; 8; 15/2; 8; 15/2; 15/2; 17/2; 29/4; 8; 17/2; ; 79/10; 8; 15/2; 8; ; ; ; 
Swansea 2-1; 17/2; 15/2; 17/2; 8; ; 15/2; 17/2; 9; 8; 15/2; 15/2; 15/2; 15/2; 17/2; 15/2; 15/2; 35/4; 31/4; 8; 35/4; ; 83/10; 8; 8; 8; ; ; ; 
Middlesbrough 1-0; 10; 9; 10; 9; ; 17/2; 10; 11; 9; 9; 9; 9; 9; 9; 9; 9; 19/2; 9; 19/2; 19/2; ; 10; 19/2; 17/2; 19/2; ; ; ; 
Middlesbrough 2-1; 14; 12; 13; 12; ; 12; 14; 14; 12; 12; 12; 12; 12; 12; 12; 12; 53/4; 13; 13; 53/4; ; 14; 13; 12; 13; ; ; ; 
Draw 2-2; 18; 16; 16; 16; ; 12; 16; 18; 16; 14; 14; 14; 16; 16; 12; 14; 71/4; 31/2; 15; 71/4; ; 17; 15; 14; 15; ; ; ; 
Swansea 3-1; 18; 16; 18; 16; ; 12; 17; 18; 16; 14; 16; 14; 16; 16; 12; 16; 35/2; 15; 15; 35/2; ; 17; 15; 16; 15; ; ; ; 
Swansea 3-0; 18; 14; 18; 16; ; 12; 17; 19; 14; 16; 16; 16; 16; 16; 12; 16; 17; 14; 14; 17; ; 16; 14; 14; 14; ; ; ; 
Middlesbrough 2-0; 22; 18; 22; 20; ; 16; 21; 22; 20; 20; 20; 18; 20; 18; 18; 18; 19; 37/2; 17; 19; ; 21; 17; 18; 17; ; ; ; 
Swansea 3-2; 33; 33; 33; 33; ; 25; 30; 40; 33; 28; 28; 25; 33; 33; 22; 28; 63/2; 28; 28; 63/2; ; 37; 28; 33; 28; ; ; ; 
Middlesbrough 3-1; 40; 40; 40; 40; ; 28; 45; 45; 40; 33; 40; 33; 33; 35; 28; 33; 135/4; 40; 31; 135/4; ; 44; 31; 40; 31; ; ; ; 
Any Other Score; ; ; 40; ; ; ; ; ; 50; ; ; ; ; ; ; ; ; 28; ; ; ; 37; ; ; ; ; ; ; 
Swansea 4-0; 40; 40; 45; 40; ; 40; 45; 55; 40; 33; 40; 33; 40; 35; 28; 40; 75/2; 35; 30; 75/2; ; 44; 30; 33; 30; ; ; ; 
Swansea 4-1; 40; 40; 45; 40; ; 28; 45; 60; 40; 33; 40; 33; 40; 40; 28; 40; 155/4; 35; 32; 155/4; ; 47; 32; 40; 32; ; ; ; 
Middlesbrough 3-0; 50; 50; 60; 50; ; 50; 60; 70; 50; 50; 55; 40; 55; 45; 50; 50; 179/4; 50; 40; 179/4; ; 60; 40; 50; 40; ; ; ; 
Middlesbrough 3-2; 50; 50; 45; 50; ; 40; 50; 70; 50; 40; 45; 40; 50; 40; 40; 40; 169/4; 50; 40; 169/4; ; 50; 40; 50; 40; ; ; ; 
