META; spain/la-liga-primera/real-madrid-v-villarreal; 2017-12-21 02:20:03 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 2/7; ; 2/7; 13/50; 1/4; 2/9; 2/9; 3/11; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 1/4; 2/9; 1/4; 5/18; 3/11; 3/10; 1/4; 1/4; 2/9; ; 1/5; ; 
Draw; 11/2; 5; ; 5; 32/5; 5; 11/2; 11/2; 19/4; ; 11/2; 5; ; 5; 11/2; 11/2; 19/4; 27/5; 19/4; 5; 23/5; 11/2; 11/2; 21/4; 60/11; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 21/2; 19/2; 17/2; 9; 17/2; ; 10; 9; ; 17/2; 15/2; 17/2; 9; 35/4; 9; 33/5; 17/2; 15/2; 9; 17/2; 35/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-05 22:21:06 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 2/7; ; 2/7; 13/50; 1/4; 2/9; 2/9; 3/11; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 1/4; 2/9; 1/4; 5/18; 3/11; 3/10; 1/4; 1/4; 2/9; ; 1/5; ; 
Draw; 11/2; 5; ; 5; 32/5; 5; 11/2; 11/2; 19/4; ; 11/2; 5; ; 5; 11/2; 11/2; 19/4; 91/17; 19/4; 5; 23/5; 11/2; 11/2; 21/4; 27/5; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 21/2; 19/2; 17/2; 9; 17/2; ; 10; 9; ; 17/2; 15/2; 17/2; 9; 35/4; 9; 33/5; 17/2; 15/2; 9; 17/2; 9; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-06 02:19:40 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 13/50; 1/4; 2/9; 2/9; 3/11; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 1/4; 2/9; 1/4; 5/18; 3/11; 3/10; 1/4; 1/4; 3/13; ; 1/5; ; 
Draw; 11/2; 19/4; ; 5; 32/5; 5; 11/2; 11/2; 19/4; ; 11/2; 5; ; 5; 11/2; 11/2; 19/4; 91/17; 19/4; 5; 23/5; 11/2; 11/2; 21/4; 27/5; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 21/2; 19/2; 17/2; 9; 17/2; ; 10; 9; ; 17/2; 15/2; 17/2; 9; 35/4; 9; 33/5; 17/2; 15/2; 9; 17/2; 35/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-06 10:20:04 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 13/50; 1/4; 2/9; 2/9; 3/11; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 2/9; 2/9; 5/18; 3/11; 3/10; 1/4; 1/4; 3/13; ; 1/5; ; 
Draw; 11/2; 19/4; ; 5; 32/5; 5; 11/2; 11/2; 19/4; ; 11/2; 5; ; 19/4; 11/2; 11/2; 21/4; 91/17; 21/4; 5; 23/5; 11/2; 11/2; 21/4; 27/5; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 21/2; 19/2; 17/2; 9; 17/2; ; 10; 9; ; 17/2; 15/2; 17/2; 10; 35/4; 10; 33/5; 17/2; 15/2; 9; 17/2; 35/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-06 14:20:52 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 13/50; 1/4; 2/9; 2/9; 3/11; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 2/9; 2/9; 5/18; 3/11; 3/10; 1/4; 1/4; 3/13; ; 1/5; ; 
Draw; 11/2; 19/4; ; 5; 31/5; 5; 11/2; 11/2; 19/4; ; 11/2; 5; ; 19/4; 11/2; 11/2; 21/4; 91/17; 21/4; 5; 23/5; 11/2; 11/2; 21/4; 27/5; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 11; 19/2; 17/2; 9; 17/2; ; 10; 9; ; 17/2; 15/2; 9; 10; 35/4; 10; 33/5; 17/2; 15/2; 9; 17/2; 35/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-06 18:20:02 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 13/50; 1/4; 1/4; 2/9; 3/11; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 2/9; 2/9; 5/18; 3/11; 3/10; 1/4; 1/4; 3/13; ; 2/9; ; 
Draw; 11/2; 19/4; ; 5; 31/5; 5; 11/2; 11/2; 19/4; ; 11/2; 5; ; 19/4; 11/2; 11/2; 21/4; 27/5; 21/4; 5; 23/5; 11/2; 11/2; 21/4; 60/11; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 11; 19/2; 17/2; 9; 17/2; ; 10; 9; ; 17/2; 15/2; 9; 10; 17/2; 10; 33/5; 17/2; 15/2; 9; 17/2; 35/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-06 22:19:05 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 13/50; 1/4; 1/4; 2/9; 3/11; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 3/13; 2/9; 5/18; 3/11; 3/10; 1/4; 1/4; 4/17; ; 2/11; ; 
Draw; 11/2; 19/4; ; 5; 31/5; 5; 11/2; 11/2; 19/4; ; 11/2; 5; ; 19/4; 11/2; 11/2; 21/4; 60/11; 21/4; 5; 23/5; 11/2; 11/2; 21/4; 11/2; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 11; 19/2; 17/2; 9; 17/2; ; 10; 9; ; 17/2; 15/2; 9; 10; 9; 10; 33/5; 17/2; 15/2; 9; 17/2; 37/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-07 02:18:50 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 13/50; 1/4; 1/4; 2/9; 3/11; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 3/13; 2/9; 5/18; 3/11; 3/10; 1/4; 1/4; 4/17; ; 2/11; ; 
Draw; 11/2; 19/4; ; 5; 31/5; 5; 11/2; 11/2; 19/4; ; 11/2; 5; ; 19/4; 11/2; 11/2; 21/4; 60/11; 21/4; 5; 23/5; 11/2; 11/2; 21/4; 11/2; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 11; 19/2; 17/2; 9; 17/2; ; 10; 9; ; 17/2; 15/2; 9; 10; 9; 10; 33/5; 17/2; 15/2; 9; 17/2; 37/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-07 10:18:50 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 13/50; 1/4; 1/4; 2/9; 3/11; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 3/13; 2/9; 5/18; 3/11; 3/10; 1/4; 1/4; 4/17; ; 1/5; ; 
Draw; 11/2; 19/4; ; 5; 31/5; 5; 11/2; 11/2; 19/4; ; 11/2; 5; ; 19/4; 11/2; 11/2; 21/4; 60/11; 21/4; 5; 23/5; 11/2; 11/2; 21/4; 11/2; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 11; 19/2; 17/2; 9; 17/2; ; 10; 9; ; 17/2; 15/2; 9; 10; 9; 10; 33/5; 17/2; 15/2; 9; 17/2; 37/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-07 14:21:29 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; 5/18; 2/7; 13/50; 1/4; 2/9; 2/9; 3/11; 2/7; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 3/13; 2/9; 5/18; 3/11; 3/10; 1/4; 1/4; 4/17; ; 1/6; ; 
Draw; 11/2; 19/4; 24/5; 5; 31/5; 5; 11/2; 11/2; 19/4; 24/5; 11/2; 5; ; 19/4; 11/2; 11/2; 21/4; 11/2; 21/4; 5; 23/5; 11/2; 11/2; 21/4; 28/5; ; 5; ; 
Villarreal; 10; 15/2; 9; 15/2; 11; 19/2; 17/2; 9; 17/2; 17/2; 10; 9; ; 17/2; 15/2; 9; 10; 9; 10; 33/5; 17/2; 15/2; 9; 17/2; 9; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-07 18:19:38 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 13/50; 1/4; 1/4; 2/9; 3/11; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 3/13; 2/9; 5/18; 3/11; 3/10; 1/4; 1/4; 4/17; ; 1/5; ; 
Draw; 11/2; 19/4; ; 5; 31/5; 5; 11/2; 11/2; 19/4; ; 11/2; 5; ; 19/4; 11/2; 11/2; 21/4; 60/11; 21/4; 5; 23/5; 11/2; 11/2; 21/4; 11/2; ; 5; ; 
Villarreal; 10; 15/2; ; 15/2; 11; 19/2; 17/2; 9; 17/2; ; 10; 9; ; 17/2; 15/2; 9; 10; 9; 10; 33/5; 17/2; 15/2; 9; 17/2; 37/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-07 22:19:39 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 2/7; ; 2/7; 13/50; 1/4; 1/4; 2/9; 1/4; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 3/13; 2/9; ; 1/4; 3/10; 1/4; 1/4; 3/13; ; 2/11; ; 
Draw; 11/2; 19/4; ; 5; 31/5; 5; 11/2; 11/2; 23/4; ; 11/2; 5; ; 19/4; 11/2; 11/2; 21/4; 28/5; 21/4; ; 11/2; 11/2; 11/2; 21/4; 57/10; ; 5; ; 
Villarreal; 10; 8; ; 15/2; 11; 19/2; 17/2; 9; 17/2; ; 10; 8; ; 17/2; 15/2; 9; 10; 9; 10; ; 17/2; 15/2; 9; 17/2; 9; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-08 02:19:35 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 2/7; ; 2/7; 27/100; 1/4; 2/9; 2/9; 1/4; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 2/9; 2/9; 5/18; 1/4; 3/10; 1/4; 1/4; 3/13; ; 2/9; ; 2/11
Draw; 11/2; 19/4; ; 5; 61/10; 5; 11/2; 11/2; 23/4; ; 11/2; 5; ; 5; 11/2; 11/2; 21/4; 28/5; 21/4; 5; 11/2; 11/2; 11/2; 21/4; 96/17; ; 5; ; 
Villarreal; 10; 8; ; 15/2; 21/2; 19/2; 9; 9; 17/2; ; 10; 8; ; 17/2; 15/2; 9; 10; 37/4; 10; 33/5; 17/2; 8; 19/2; 17/2; 37/4; ; 33/5; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-08 10:19:05 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 27/100; 1/4; 1/4; 2/9; 1/4; ; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 3/13; 2/9; 5/18; 1/4; 3/10; 1/4; 1/4; 3/13; ; 1/4; ; 2/11
Draw; 11/2; 19/4; ; 5; 61/10; 5; 11/2; 11/2; 23/4; ; 11/2; 5; ; 5; 11/2; 11/2; 21/4; 60/11; 21/4; 5; 11/2; 11/2; 11/2; 21/4; 11/2; ; 11/2; ; 
Villarreal; 10; 15/2; ; 15/2; 21/2; 19/2; 17/2; 9; 17/2; ; 10; 8; ; 17/2; 15/2; 9; 10; 37/4; 10; 33/5; 17/2; 8; 19/2; 17/2; 19/2; ; 9; ; 
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-08 14:19:57 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; ; 2/7; 27/100; 1/4; 1/4; 2/9; 1/4; ; 1/4; ; ; 2/7; 2/7; 1/4; 2/9; 3/13; 2/9; 5/18; 1/4; 3/10; 1/4; 1/4; 3/13; ; 1/4; 1/4; 1/4
Draw; 11/2; 19/4; ; 5; 61/10; 5; 11/2; 11/2; 23/4; ; 11/2; ; ; 5; 11/2; 11/2; 21/4; 60/11; 21/4; 5; 11/2; 11/2; 11/2; 21/4; 11/2; ; 11/2; 4; 6
Villarreal; 10; 15/2; ; 15/2; 21/2; 19/2; 17/2; 9; 17/2; ; 10; ; ; 17/2; 15/2; 9; 10; 37/4; 10; 33/5; 17/2; 8; 19/2; 17/2; 19/2; ; 9; 31/5; 49/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-08 18:20:04 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 1/4; 5/18; 2/7; 2/7; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 2/7; ; 2/7; 2/7; 1/4; 2/9; 4/17; 2/9; 5/18; 1/4; 3/10; 1/4; 1/4; 4/17; ; 1/4; 1/4; 1/4
Draw; 11/2; 5; 5; 5; 61/10; 5; 11/2; 11/2; 23/4; 5; 11/2; 9/2; ; 5; 11/2; 11/2; 21/4; 96/17; 21/4; 27/5; 11/2; 11/2; 11/2; 21/4; 96/17; ; 26/5; 23/5; 6
Villarreal; 10; 8; 9; 15/2; 19/2; 19/2; 17/2; 9; 17/2; 17/2; 10; 17/2; ; 17/2; 15/2; 9; 10; 39/4; 10; 39/5; 17/2; 8; 19/2; 9; 10; ; 7; 33/5; 49/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-08 22:19:37 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 2/7; 5/18; 2/7; 27/100; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; 2/7; 2/7; 1/4; 2/9; 4/17; 2/9; 5/18; 1/4; 3/10; 1/4; 1/4; 4/17; ; 1/4; 1/4; 1/4
Draw; 11/2; 5; 5; 5; 63/10; 5; 11/2; 11/2; 23/4; 5; 11/2; 5; ; 5; 11/2; 11/2; 21/4; 96/17; 21/4; 11/2; 11/2; 11/2; 11/2; 21/4; 57/10; ; 11/2; 23/5; 6
Villarreal; 10; 8; 9; 15/2; 10; 19/2; 17/2; 9; 17/2; 17/2; 10; 9; ; 17/2; 15/2; 9; 10; 39/4; 10; 83/10; 17/2; 8; 19/2; 9; 39/4; ; 7; 33/5; 49/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-09 02:19:12 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 2/7; 1/4; 2/7; 27/100; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; 2/7; 2/7; 1/4; 2/9; 4/17; 2/9; 5/18; 1/4; 3/10; 1/4; 1/4; 4/17; ; 1/4; ; 1/4
Draw; 11/2; 5; 5; 5; 61/10; 5; 11/2; 11/2; 23/4; 5; 11/2; 5; ; 5; 11/2; 11/2; 21/4; 96/17; 21/4; 11/2; 11/2; 11/2; 11/2; 21/4; 96/17; ; 11/2; ; 6
Villarreal; 10; 8; 9; 15/2; 21/2; 19/2; 17/2; 9; 17/2; 9; 10; 9; ; 17/2; 15/2; 9; 10; 39/4; 10; 83/10; 17/2; 8; 19/2; 9; 10; ; 7; ; 57/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-09 10:19:22 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 2/7; 1/4; 2/7; 7/25; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; 2/7; 2/7; 1/4; 2/9; 4/17; 2/9; 5/18; 1/4; 3/10; 1/4; 1/4; 4/17; ; 1/4; 2/9; 1/4
Draw; 11/2; 5; 5; 5; 31/5; 5; 11/2; 11/2; 23/4; 5; 11/2; 5; ; 5; 11/2; 11/2; 21/4; 59/10; 21/4; 11/2; 11/2; 11/2; 11/2; 11/2; 113/19; ; 11/2; 23/5; 31/5
Villarreal; 10; 8; 9; 15/2; 19/2; 19/2; 17/2; 9; 17/2; 9; 10; 9; ; 9; 15/2; 9; 10; 9; 10; 83/10; 17/2; 15/2; 19/2; 17/2; 9; ; 37/5; 33/5; 19/2
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-09 14:19:18 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 2/7; 1/4; 2/7; 7/25; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; 2/7; 2/7; 1/4; 2/9; 4/17; 2/9; 3/11; 1/4; 1/4; 1/4; 1/4; 4/17; ; 1/4; 2/9; 1/4
Draw; 11/2; 5; 5; 5; 31/5; 5; 11/2; 11/2; 23/4; 5; 11/2; 5; ; 5; 11/2; 11/2; 21/4; 59/10; 21/4; 57/10; 11/2; 11/2; 11/2; 11/2; 113/19; ; 5; 23/5; 31/5
Villarreal; 10; 8; 9; 15/2; 19/2; 19/2; 17/2; 9; 17/2; 9; 10; 9; ; 9; 15/2; 9; 10; 9; 10; 83/10; 17/2; 8; 19/2; 8; 9; ; 36/5; 33/5; 19/2
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-09 18:19:11 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 1/4; 1/4; 2/7; 27/100; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; 2/7; 2/7; 1/4; 2/9; 4/17; 2/9; 3/11; 1/4; 1/4; 1/4; 1/4; 4/17; ; 1/4; 2/9; 1/4
Draw; 11/2; 11/2; 5; 5; 63/10; 5; 11/2; 11/2; 23/4; 5; 11/2; 5; ; 5; 11/2; 11/2; 21/4; 59/10; 21/4; 57/10; 11/2; 11/2; 11/2; 11/2; 113/19; ; 28/5; 23/5; 31/5
Villarreal; 10; 8; 9; 15/2; 10; 19/2; 17/2; 9; 17/2; 9; 10; 9; ; 9; 15/2; 9; 10; 9; 10; 83/10; 17/2; 8; 19/2; 8; 9; ; 8; 33/5; 48/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-09 22:19:09 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 1/4; 1/4; 2/7; 7/25; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; 2/7; 2/7; 1/4; 2/9; 4/17; 2/9; 3/11; 1/4; 1/4; 1/4; 1/4; 4/17; ; 1/4; 2/9; 1/4
Draw; 11/2; 11/2; 5; 5; 6; 5; 11/2; 11/2; 23/4; 5; 11/2; 5; ; 5; 11/2; 11/2; 21/4; 59/10; 21/4; 57/10; 11/2; 11/2; 11/2; 11/2; 113/19; ; 28/5; 23/5; 31/5
Villarreal; 10; 8; 9; 15/2; 10; 19/2; 17/2; 9; 17/2; 9; 10; 9; ; 9; 15/2; 9; 10; 9; 10; 83/10; 17/2; 8; 19/2; 8; 9; ; 41/5; 33/5; 52/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-10 02:19:02 GMT+2; ; Nothing; Xlenovo
Real Madrid; 2/9; 1/4; 1/4; 2/7; 7/25; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; 2/7; 2/7; 1/4; 2/9; 4/17; 2/9; 3/11; 1/4; 1/4; 1/4; 1/4; 4/17; ; 1/4; 2/9; 1/4
Draw; 11/2; 11/2; 5; 5; 6; 5; 11/2; 11/2; 23/4; 5; 11/2; 5; ; 5; 11/2; 11/2; 11/2; 76/13; 11/2; 57/10; 11/2; 11/2; 11/2; 11/2; 113/19; ; 28/5; 23/5; 6
Villarreal; 10; 8; 9; 15/2; 10; 19/2; 17/2; 9; 17/2; 9; 10; 9; ; 9; 15/2; 9; 9; 9; 9; 83/10; 17/2; 8; 19/2; 8; 9; ; 9; 33/5; 52/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-10 10:19:02 GMT+2; ; Nothing; Xlenovo
Real Madrid; 2/9; 2/7; 1/4; 2/7; 7/25; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; 2/7; 2/7; 1/4; 2/9; 4/17; 2/9; 3/11; 1/4; 1/4; 1/4; 1/4; 4/17; ; 1/4; 2/9; 2/7
Draw; 11/2; 5; 5; 5; 6; 5; 11/2; 11/2; 23/4; 5; 11/2; 5; ; 5; 11/2; 11/2; 11/2; 76/13; 11/2; 57/10; 11/2; 11/2; 11/2; 11/2; 113/19; ; 5; 23/5; 6
Villarreal; 10; 15/2; 9; 15/2; 10; 19/2; 17/2; 9; 17/2; 9; 10; 9; ; 9; 15/2; 9; 9; 9; 9; 83/10; 17/2; 8; 19/2; 8; 9; ; 17/2; 33/5; 52/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-10 14:19:04 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 2/9; 2/7; 1/4; 2/7; 7/25; 1/4; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; ; 2/7; 2/7; 1/4; 2/9; 4/17; 2/9; 3/11; 1/4; 1/4; 1/4; 1/4; 4/17; ; 1/4; 2/9; 2/7
Draw; 11/2; 5; 5; 5; 6; 5; 11/2; 11/2; 23/4; 5; 11/2; 5; ; 5; 11/2; 11/2; 11/2; 76/13; 11/2; 57/10; 11/2; 11/2; 11/2; 11/2; 113/19; ; 5; 23/5; 6
Villarreal; 10; 15/2; 9; 15/2; 10; 19/2; 17/2; 9; 17/2; 9; 10; 9; ; 9; 15/2; 9; 9; 9; 9; 83/10; 17/2; 8; 19/2; 8; 9; ; 17/2; 33/5; 52/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-10 18:19:17 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 2/7; ; 2/7; 27/ 100; 2/9; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; 1/5; 1/4; 2/7; 1/4; 2/9; 4/17; 2/9; 5/19; 1/4; 1/4; 2/9; 2/9; 4/17; 1/4; 2/9; 2/7
Draw; 11/2; 5; ; 5; 63/10; 5; 11/2; 11/2; 23/4; 11/2; 11/2; 5; 13/2; 5; 11/2; 11/2; 11/2; 59/10; 11/2; 59/10; 11/2; 11/2; 11/2; 11/2; 6; 28/5; 24/5; 6
Villarreal; 8; 15/2; ; 15/2; 10; 11; 17/2; 10; 17/2; 10; 10; 9; 10; 9; 15/2; 17/2; 9; 35/4; 9; 44/5; 17/2; 17/2; 21/2; 10; 9; 9; 36/5; 52/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-10 22:19:08 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 1/4; 2/7; 27/ 100; 2/9; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; 1/5; 1/4; 2/7; 1/4; 2/9; 4/17; 2/9; ; 1/4; 1/4; 2/9; 2/9; 4/17; 1/4; 2/9; 2/7
Draw; 11/2; 5; 11/2; 5; 63/10; 5; 11/2; 11/2; 23/4; 11/2; 6; 5; 13/2; 5; 11/2; 11/2; 11/2; 59/10; 11/2; ; 11/2; 11/2; 6; 11/2; 113/ 19; 5; 24/5; 6
Villarreal; 8; 17/2; 10; 15/2; 10; 11; 9; 10; 17/2; 10; 9; 9; 10; 9; 15/2; 9; 9; 35/4; 9; ; 17/2; 17/2; 10; 10; 9; 17/2; 36/5; 52/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-11 02:19:06 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 1/4; 2/7; 27/ 100; 2/9; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/5; 1/4; 2/7; 1/4; 2/9; 4/17; 2/9; 5/19; 1/4; 1/4; 2/9; 1/4; 4/17; 1/4; 2/9; 2/7
Draw; 11/2; 5; 5; 5; 63/10; 5; 11/2; 11/2; 23/4; 11/2; 6; 5; 13/2; 5; 11/2; 11/2; 11/2; 113/ 19; 11/2; 59/10; 11/2; 11/2; 6; 11/2; 6; 26/5; 24/5; 6
Villarreal; 8; 17/2; 10; 15/2; 10; 11; 17/2; 10; 17/2; 10; 9; 9; 10; 9; 15/2; 9; 9; 35/4; 9; 44/5; 17/2; 17/2; 19/2; 9; 9; 17/2; 8; 48/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-11 10:19:09 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 1/4; 2/7; 27/ 100; 2/9; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; 1/5; 1/4; 2/7; 1/4; 2/9; 4/17; 2/9; 5/19; 1/4; 1/4; 2/9; 1/4; 4/17; 1/4; 2/9; 2/7
Draw; 11/2; 5; 5; 5; 63/10; 5; 11/2; 11/2; 23/4; 11/2; 6; 5; 13/2; 5; 11/2; 11/2; 11/2; 113/ 19; 11/2; 59/10; 11/2; 11/2; 6; 11/2; 6; 26/5; 23/5; 6
Villarreal; 8; 17/2; 10; 15/2; 10; 11; 9; 10; 17/2; 10; 9; 9; 10; 10; 15/2; 9; 9; 9; 9; 44/5; 17/2; 17/2; 19/2; 9; 9; 17/2; 39/5; 48/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-11 14:19:28 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 1/4; 2/7; 27/100; 2/9; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; 1/5; 1/4; 2/7; 1/4; 2/9; 4/17; 2/9; 5/19; 1/4; 1/4; 2/9; 1/4; 4/17; ; 1/4; 2/9; 2/7
Draw; 11/2; 5; 11/2; 5; 63/10; 5; 11/2; 11/2; 23/4; 11/2; 6; 5; 13/2; 5; 11/2; 11/2; 11/2; 59/10; 11/2; 59/10; 11/2; 11/2; 6; 11/2; 6; ; 26/5; 26/5; 6
Villarreal; 8; 17/2; 10; 15/2; 10; 11; 9; 10; 17/2; 10; 10; 9; 10; 10; 15/2; 9; 9; 9; 9; 44/5; 17/2; 17/2; 10; 9; 9; ; 17/2; 39/5; 48/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-11 18:20:01 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
Real Madrid; 1/4; 1/4; 1/4; 2/7; 27/100; 2/9; 2/9; 2/9; 1/4; 1/4; 1/4; 1/4; 1/5; 1/4; 1/4; 1/4; 2/9; 4/17; 2/9; 5/19; 1/4; 1/4; 1/4; 1/4; 4/17; ; 1/4; 1/4; 1/4
Draw; 11/2; 5; 11/2; 5; 63/10; 6; 11/2; 11/2; 23/4; 11/2; 6; 5; 13/2; 11/2; 11/2; 11/2; 11/2; 113/19; 11/2; 59/10; 11/2; 11/2; 6; 6; 6; ; 11/2; 28/5; 6
Villarreal; 8; 9; 10; 15/2; 10; 11; 9; 10; 17/2; 10; 9; 9; 10; 11; 9; 9; 9; 35/4; 9; 44/5; 17/2; 8; 21/2; 9; 9; ; 19/2; 48/5; 49/5
META; spain/la-liga-primera/real-madrid-v-villarreal; 2018-01-11 22:19:04 GMT+2; 2018-01-13 15:15; Nothing; Xlenovo
